[2026-03-04 22:38:38] IP: ::1 | Event: Login successful | Context: {"user_id":5,"ip":"::1"} | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0
[2026-03-05 19:12:15] IP: ::1 | Event: Login successful | Context: {"user_id":5,"ip":"::1"} | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0
[2026-03-06 15:21:03] IP: ::1 | Event: Login successful | Context: {"user_id":5,"ip":"::1"} | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0
[2026-03-07 16:27:38] IP: ::1 | Event: Login successful | Context: {"user_id":5,"ip":"::1"} | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0
[2026-03-12 16:26:13] IP: ::1 | Event: Login successful | Context: {"user_id":1,"ip":"::1"} | User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:46:19] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:49:47] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:50:12] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:50:12] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:50:41] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:50:42] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:51:15] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:51:15] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36 Edg/145.0.0.0
[2026-03-12 17:56:16] IP: ::1 | Event: Session user agent mismatch | Context: [] | User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1 Edg/145.0.0.0
